underlying,expiry,option_type,strike,contract_key,open_date,close_date,open_process_date,close_process_date,quantity,entry_price,exit_price,pnl_per_contract_dollars,total_pnl_dollars,result,holding_days,source_file_open,source_file_close,description
QQQ,4/6/2026,P,584.0,QQQ|4/6/2026|P|584.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,2,0.98,0.62,-36.0,-72.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/6/2026 Put $584.00
QQQ,4/6/2026,P,585.0,QQQ|4/6/2026|P|585.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,0.81,0.64,-17.0,-17.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/6/2026 Put $585.00
QQQ,4/6/2026,P,585.0,QQQ|4/6/2026|P|585.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,0.81,0.64,-17.0,-17.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/6/2026 Put $585.00
QQQ,4/6/2026,P,586.0,QQQ|4/6/2026|P|586.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,0.62,0.41,-21.0,-21.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/6/2026 Put $586.00
QQQ,4/6/2026,P,586.0,QQQ|4/6/2026|P|586.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,0.62,0.41,-21.0,-21.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/6/2026 Put $586.00
QQQ,4/6/2026,P,586.0,QQQ|4/6/2026|P|586.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,1.53,1.2,-33.0,-33.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/6/2026 Put $586.00
QQQ,4/6/2026,P,586.0,QQQ|4/6/2026|P|586.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,0.98,1.03,5.0,5.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/6/2026 Put $586.00
QQQ,4/6/2026,P,586.0,QQQ|4/6/2026|P|586.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,0.62,0.41,-21.0,-21.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/6/2026 Put $586.00
QQQ,4/6/2026,P,586.0,QQQ|4/6/2026|P|586.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,0.62,0.41,-21.0,-21.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/6/2026 Put $586.00
QQQ,4/6/2026,P,586.0,QQQ|4/6/2026|P|586.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,1.53,1.2,-33.0,-33.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/6/2026 Put $586.00
QQQ,4/6/2026,P,586.0,QQQ|4/6/2026|P|586.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,0.98,1.03,5.0,5.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/6/2026 Put $586.00
QQQ,4/6/2026,P,587.0,QQQ|4/6/2026|P|587.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,1.79,1.38,-41.0,-41.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/6/2026 Put $587.00
QQQ,4/6/2026,P,587.0,QQQ|4/6/2026|P|587.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,1.79,1.38,-41.0,-41.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/6/2026 Put $587.00
QQQ,4/7/2026,C,590.0,QQQ|4/7/2026|C|590.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,1.88,1.38,-50.0,-50.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Call $590.00
QQQ,4/7/2026,C,590.0,QQQ|4/7/2026|C|590.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,1.88,1.38,-50.0,-50.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Call $590.00
QQQ,4/7/2026,C,592.0,QQQ|4/7/2026|C|592.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,1.08,1.08,0.0,0.0,FLAT,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Call $592.00
QQQ,4/7/2026,C,592.0,QQQ|4/7/2026|C|592.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,1.08,1.08,0.0,0.0,FLAT,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Call $592.00
QQQ,4/7/2026,P,577.0,QQQ|4/7/2026|P|577.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,0.7,0.63,-7.0,-7.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Put $577.00
QQQ,4/7/2026,P,577.0,QQQ|4/7/2026|P|577.0,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,0.7,0.63,-7.0,-7.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Put $577.00
QQQ,4/7/2026,C,583.0,QQQ|4/7/2026|C|583.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,1.34,2.87,153.0,153.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Call $583.00
QQQ,4/7/2026,C,583.0,QQQ|4/7/2026|C|583.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,1.34,2.87,153.0,153.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Call $583.00
QQQ,4/7/2026,C,585.0,QQQ|4/7/2026|C|585.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,2,0.99,1.07,8.0,16.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Call $585.00
QQQ,4/7/2026,C,585.0,QQQ|4/7/2026|C|585.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,1.69,1.56,-13.0,-13.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Call $585.00
QQQ,4/7/2026,C,585.0,QQQ|4/7/2026|C|585.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,2,0.99,1.07,8.0,16.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Call $585.00
QQQ,4/7/2026,C,585.0,QQQ|4/7/2026|C|585.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,1.69,1.56,-13.0,-13.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Call $585.00
QQQ,4/7/2026,C,586.0,QQQ|4/7/2026|C|586.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,0.69,0.34,-35.0,-35.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Call $586.00
QQQ,4/7/2026,C,586.0,QQQ|4/7/2026|C|586.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,1.07,0.88,-19.0,-19.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Call $586.00
QQQ,4/7/2026,C,586.0,QQQ|4/7/2026|C|586.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,1.86,1.0,-86.0,-86.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Call $586.00
QQQ,4/7/2026,C,586.0,QQQ|4/7/2026|C|586.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,0.69,0.34,-35.0,-35.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Call $586.00
QQQ,4/7/2026,C,586.0,QQQ|4/7/2026|C|586.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,1.07,0.88,-19.0,-19.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Call $586.00
QQQ,4/7/2026,C,586.0,QQQ|4/7/2026|C|586.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,1.86,1.0,-86.0,-86.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Call $586.00
QQQ,4/7/2026,C,587.0,QQQ|4/7/2026|C|587.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,0.25,0.17,-8.0,-8.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Call $587.00
QQQ,4/7/2026,C,587.0,QQQ|4/7/2026|C|587.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,0.25,0.17,-8.0,-8.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Call $587.00
QQQ,4/7/2026,C,588.0,QQQ|4/7/2026|C|588.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,0.51,0.38,-13.0,-13.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Call $588.00
QQQ,4/7/2026,C,588.0,QQQ|4/7/2026|C|588.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,0.51,0.38,-13.0,-13.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Call $588.00
QQQ,4/7/2026,C,593.0,QQQ|4/7/2026|C|593.0,2026-04-06,2026-04-07,2026-04-06,2026-04-07,1,0.74,0.09,-65.0,-65.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Call $593.00
QQQ,4/7/2026,C,593.0,QQQ|4/7/2026|C|593.0,2026-04-06,2026-04-07,2026-04-06,2026-04-07,1,0.74,0.09,-65.0,-65.0,LOSS,1,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Call $593.00
QQQ,4/7/2026,P,580.0,QQQ|4/7/2026|P|580.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,0.41,0.14,-27.0,-27.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Put $580.00
QQQ,4/7/2026,P,580.0,QQQ|4/7/2026|P|580.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,1.6,1.35,-25.0,-25.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Put $580.00
QQQ,4/7/2026,P,580.0,QQQ|4/7/2026|P|580.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,0.41,0.14,-27.0,-27.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Put $580.00
QQQ,4/7/2026,P,580.0,QQQ|4/7/2026|P|580.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,1.6,1.35,-25.0,-25.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Put $580.00
QQQ,4/7/2026,P,582.0,QQQ|4/7/2026|P|582.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,2,0.56,0.27,-29.0,-58.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Put $582.00
QQQ,4/7/2026,P,582.0,QQQ|4/7/2026|P|582.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,2,0.56,0.27,-29.0,-58.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Put $582.00
QQQ,4/7/2026,P,583.0,QQQ|4/7/2026|P|583.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,0.7,1.54,84.0,84.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Put $583.00
QQQ,4/7/2026,P,583.0,QQQ|4/7/2026|P|583.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,1.92,3.65,173.0,173.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Put $583.00
QQQ,4/7/2026,P,583.0,QQQ|4/7/2026|P|583.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,0.7,1.54,84.0,84.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Put $583.00
QQQ,4/7/2026,P,583.0,QQQ|4/7/2026|P|583.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,1.92,3.65,173.0,173.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Put $583.00
QQQ,4/7/2026,P,584.0,QQQ|4/7/2026|P|584.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,0.81,2.4,159.0,159.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Put $584.00
QQQ,4/7/2026,P,584.0,QQQ|4/7/2026|P|584.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,2,0.84,0.72,-12.0,-24.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Put $584.00
QQQ,4/7/2026,P,584.0,QQQ|4/7/2026|P|584.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,0.81,2.4,159.0,159.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Put $584.00
QQQ,4/7/2026,P,584.0,QQQ|4/7/2026|P|584.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,2,0.84,0.72,-12.0,-24.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Put $584.00
QQQ,4/7/2026,P,585.0,QQQ|4/7/2026|P|585.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,1.07,0.95,-12.0,-12.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Put $585.00
QQQ,4/7/2026,P,585.0,QQQ|4/7/2026|P|585.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,1.57,0.95,-62.0,-62.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/7/2026 Put $585.00
QQQ,4/7/2026,P,585.0,QQQ|4/7/2026|P|585.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,1.07,0.95,-12.0,-12.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Put $585.00
QQQ,4/7/2026,P,585.0,QQQ|4/7/2026|P|585.0,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,1.57,0.95,-62.0,-62.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/7/2026 Put $585.00
QQQ,4/8/2026,C,604.0,QQQ|4/8/2026|C|604.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.46,0.44,-2.0,-2.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Call $604.00
QQQ,4/8/2026,C,604.0,QQQ|4/8/2026|C|604.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.66,0.74,8.0,8.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Call $604.00
QQQ,4/8/2026,C,604.0,QQQ|4/8/2026|C|604.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.46,0.44,-2.0,-2.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Call $604.00
QQQ,4/8/2026,C,604.0,QQQ|4/8/2026|C|604.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.66,0.74,8.0,8.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Call $604.00
QQQ,4/8/2026,C,605.0,QQQ|4/8/2026|C|605.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,1.17,1.1,-7.0,-7.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Call $605.00
QQQ,4/8/2026,C,605.0,QQQ|4/8/2026|C|605.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,1.17,1.1,-7.0,-7.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Call $605.00
QQQ,4/8/2026,C,606.0,QQQ|4/8/2026|C|606.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,1.27,1.73,46.0,46.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Call $606.00
QQQ,4/8/2026,C,606.0,QQQ|4/8/2026|C|606.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,1.27,1.73,46.0,46.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Call $606.00
QQQ,4/8/2026,C,607.0,QQQ|4/8/2026|C|607.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.38,0.1,-28.0,-28.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Call $607.00
QQQ,4/8/2026,C,607.0,QQQ|4/8/2026|C|607.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.55,1.33,78.0,78.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Call $607.00
QQQ,4/8/2026,C,607.0,QQQ|4/8/2026|C|607.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.55,0.81,26.0,26.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Call $607.00
QQQ,4/8/2026,C,607.0,QQQ|4/8/2026|C|607.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.38,0.1,-28.0,-28.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Call $607.00
QQQ,4/8/2026,C,607.0,QQQ|4/8/2026|C|607.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.55,1.33,78.0,78.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Call $607.00
QQQ,4/8/2026,C,607.0,QQQ|4/8/2026|C|607.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.55,0.81,26.0,26.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Call $607.00
QQQ,4/8/2026,C,608.0,QQQ|4/8/2026|C|608.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.4,0.23,-17.0,-17.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Call $608.00
QQQ,4/8/2026,C,608.0,QQQ|4/8/2026|C|608.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.4,0.23,-17.0,-17.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Call $608.00
QQQ,4/8/2026,C,608.0,QQQ|4/8/2026|C|608.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.41,0.23,-18.0,-18.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Call $608.00
QQQ,4/8/2026,C,608.0,QQQ|4/8/2026|C|608.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.48,0.24,-24.0,-24.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Call $608.00
QQQ,4/8/2026,C,608.0,QQQ|4/8/2026|C|608.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.4,0.23,-17.0,-17.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Call $608.00
QQQ,4/8/2026,C,608.0,QQQ|4/8/2026|C|608.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.4,0.23,-17.0,-17.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Call $608.00
QQQ,4/8/2026,C,608.0,QQQ|4/8/2026|C|608.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.41,0.23,-18.0,-18.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Call $608.00
QQQ,4/8/2026,C,608.0,QQQ|4/8/2026|C|608.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.48,0.24,-24.0,-24.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Call $608.00
QQQ,4/8/2026,P,603.0,QQQ|4/8/2026|P|603.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.32,0.28,-4.0,-4.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Put $603.00
QQQ,4/8/2026,P,603.0,QQQ|4/8/2026|P|603.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.89,0.49,-40.0,-40.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Put $603.00
QQQ,4/8/2026,P,603.0,QQQ|4/8/2026|P|603.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.32,0.28,-4.0,-4.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Put $603.00
QQQ,4/8/2026,P,603.0,QQQ|4/8/2026|P|603.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.89,0.49,-40.0,-40.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Put $603.00
QQQ,4/8/2026,P,604.0,QQQ|4/8/2026|P|604.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.62,0.42,-20.0,-20.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Put $604.00
QQQ,4/8/2026,P,604.0,QQQ|4/8/2026|P|604.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,2,1.46,1.33,-13.0,-26.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Put $604.00
QQQ,4/8/2026,P,604.0,QQQ|4/8/2026|P|604.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,1.46,1.4,-6.0,-6.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Put $604.00
QQQ,4/8/2026,P,604.0,QQQ|4/8/2026|P|604.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,1.46,2.24,78.0,78.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Put $604.00
QQQ,4/8/2026,P,604.0,QQQ|4/8/2026|P|604.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,1.46,1.81,35.0,35.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Put $604.00
QQQ,4/8/2026,P,604.0,QQQ|4/8/2026|P|604.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.62,0.42,-20.0,-20.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Put $604.00
QQQ,4/8/2026,P,604.0,QQQ|4/8/2026|P|604.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,2,1.46,1.33,-13.0,-26.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Put $604.00
QQQ,4/8/2026,P,604.0,QQQ|4/8/2026|P|604.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,1.46,1.4,-6.0,-6.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Put $604.00
QQQ,4/8/2026,P,604.0,QQQ|4/8/2026|P|604.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,1.46,2.24,78.0,78.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Put $604.00
QQQ,4/8/2026,P,604.0,QQQ|4/8/2026|P|604.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,1.46,1.81,35.0,35.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Put $604.00
QQQ,4/8/2026,P,605.0,QQQ|4/8/2026|P|605.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,1.39,1.5,11.0,11.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Put $605.00
QQQ,4/8/2026,P,605.0,QQQ|4/8/2026|P|605.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.73,2.3,157.0,157.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Put $605.00
